id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
597424,Your own Floor! 2 bdrms W.Asheville,335286,Rae & Michael,28806,35.55384938,-82.62667905,Entire home/apt,120,1,77,4/5/2016,1.69,2,361
10335139,Asheville Cottages,53185861,Marshall And Tracie,28806,35.52263923,-82.61341624,Entire home/apt,205,2,2,4/19/2016,2,1,363
12382183,Sweet Retreat in West Asheville,4670457,Lisa,28806,35.56778826,-82.6103444,Entire home/apt,120,30,0,,,1,365
9592262,Modern small home in West AVL,3055097,Ali + Dave,28806,35.57720161,-82.59607021,Entire home/apt,135,2,2,3/22/2016,0.55,1,306
6214161,Eclectic artists' home in West AVL,2824848,Karie,28806,35.57164128,-82.60539559,Entire home/apt,95,2,13,4/11/2016,2.81,1,111
8051829,Mid Century Mod w/ private entrance,42522378,Dana,28806,35.59430723,-82.60430664,Private room,65,2,15,3/8/2016,1.9,1,21
8362668,"Private floor, stroll to W. AVL",23163164,David,28806,35.57633766,-82.59943663,Private room,50,1,42,4/11/2016,5.78,1,143
3455514,West Asheville bungalow,17383261,Paul,28806,35.569544,-82.59682272,Private room,50,1,68,4/6/2016,3.11,1,341
6776511,Lovely/Safe neighborhood,35475526,Diana,28806,35.62674265,-82.63978408,Private room,40,1,5,10/27/2015,0.52,1,364
8246075,1925 Bungalow in the Heart of West,6077075,Kimberly,28806,35.57533472,-82.59728184,Private room,85,2,9,3/28/2016,1.29,1,158
156805,"Private Room ""Ader"" at BPS Hostel",746673,BonPaul,28806,35.57755366,-82.59697007,Private room,72,1,25,3/26/2016,0.45,6,363
12037386,West Asheville walk to everything!!,64434534,Jennifer,28806,35.5808544,-82.59797846,Private room,45,2,0,,,2,38
12242212,West Asheville Walk to everything,64434534,Jennifer,28806,35.579265,-82.59973721,Private room,45,2,0,,,2,364
7045303,Private room/entrance w/ full bath,6676667,Elizabeth,28806,35.57816005,-82.60323546,Private room,79,2,10,3/6/2016,1.07,2,361
2605290,2bd/1ba West Asheville Bungalow,12052929,Laura,28806,35.58195539,-82.59902109,Private room,125,1,4,6/3/2014,0.16,1,203
881707,West A'ville sanctuary in the trees,4664726,Jakub & Maria,28806,35.56893076,-82.59474845,Entire home/apt,92,3,164,4/21/2016,5.28,1,89
6197585,Sunny West Asheville Studio Apt.,32065101,Aimee,28806,35.56829243,-82.61404849,Entire home/apt,80,1,37,4/17/2016,3.32,1,354
8265544,5 Star Luxury Near Dwntwn & Bltmore,43536753,Tracy And Brent,28806,35.54309811,-82.60115668,Entire home/apt,188,2,38,4/14/2016,5.62,1,278
266511,New Garage Apartment! Sleeps 3,266195,Amanda,28806,35.57558111,-82.62304912,Entire home/apt,95,1,116,4/9/2016,3.73,1,293
3522532,Quiet Luxurious Studio-Guest House,4846203,Zak & Iz,28806,35.58012383,-82.60711442,Entire home/apt,80,2,67,4/7/2016,3.36,1,87
3522134,Delightful 3BD bungalow +great yard,17736312,Melissa & Ron,28806,35.58500767,-82.60827941,Entire home/apt,145,2,47,4/10/2016,2.18,1,229
3569783,The Refuge in West Asheville,17973365,Cat & Jeff,28806,35.57623267,-82.59553118,Entire home/apt,125,1,137,4/22/2016,6.45,1,153
1422958,10 Minutes From Downtown: Zen Den,6705868,Cindy,28806,35.51540281,-82.59542743,Entire home/apt,85,2,22,4/11/2016,0.67,2,358
5231708,Charming Bungalow in West Asheville,27076457,Penny,28806,35.5734288,-82.61233264,Entire home/apt,195,2,20,4/8/2016,1.59,1,262
11238909,West Asheville Home,8363482,Santina,28806,35.56779571,-82.61857253,Entire home/apt,300,7,0,,,2,8
6071161,Garden Bungalow,3311410,Reid,28806,35.57433909,-82.59630508,Entire home/apt,160,1,11,9/7/2015,0.98,1,33
10491232,Asheville Outdoor Retreat,44931474,Tiffany,28806,35.50605636,-82.6143042,Entire home/apt,200,2,0,,,1,339
9442229,Cozy and Convenient West Asheville,12574134,Laura,28806,35.57113174,-82.59216259,Entire home/apt,100,1,10,1/3/2016,2.08,1,321
11545230,Green Treehouse - Artist Home,60921853,Dustin,28806,35.57098114,-82.57508889,Entire home/apt,75,1,3,4/17/2016,3,1,157
9461860,Cozy private room in W. Asheville.,49031337,Susan M,28806,35.57621152,-82.60473293,Private room,50,1,0,,,1,293
7361005,"close-in and cute, studio in woods",9826385,Lea Peace,28806,35.59009355,-82.59378589,Entire home/apt,86,3,3,10/26/2015,0.33,1,89
353092,ATHENA'S LOFT:  Find yourself here!,1788071,Beth,28806,35.58217067,-82.59996829,Entire home/apt,72,1,210,4/10/2016,6.5,1,247
4215788,Quiet Retreat in West Asheville!,21879072,Laurie,28806,35.59057229,-82.61075599,Private room,65,2,20,11/1/2015,1.08,2,343
1076053,Trish's West Asheville Getaway,2726966,Trish,28806,35.57616213,-82.60581136,Private room,75,1,56,4/17/2016,1.8,1,92
8426203,Private floor & separate entrance,13705071,Carrie,28806,35.57519952,-82.59142354,Private room,85,1,8,4/2/2016,1.13,1,68
9476164,"Walk to cafes, coffee/tea, music",49114420,Lori,28806,35.57493422,-82.59198702,Entire home/apt,92,2,17,4/17/2016,3.38,1,76
6325103,"380+ reviews
Tiny Cottage in W ASHV",940569,Cathy,28806,35.58144553,-82.58539907,Entire home/apt,105,3,17,4/5/2016,1.53,6,79
9967584,Family-friendly West Asheville Home,17846163,Michele,28806,35.57057539,-82.61597057,Entire home/apt,105,1,1,12/31/2015,0.27,1,0
4249688,Convenient Location and Beer Themed,5804140,Shawndra,28806,35.577529,-82.60997639,Entire home/apt,90,1,92,4/12/2016,5.44,1,317
2142139,Spacious Room in West Asheville,5564999,Breccia,28806,35.58691837,-82.57496218,Private room,55,1,13,11/15/2015,0.65,2,28
7387243,Private suite with private entrance,38698862,Dolly,28806,35.50828255,-82.60511262,Private room,75,2,25,4/2/2016,2.79,1,347
10545839,Full Apartment with fenced in yard.,1766838,Ben & Monica,28806,35.59848837,-82.59292978,Entire home/apt,139,2,3,4/10/2016,3,1,160
6362732,W. Asheville peaceful & convenient,6188448,Lauren,28806,35.57252793,-82.60049588,Entire home/apt,90,2,0,,,1,0
7001873,Country Peacefulness near Town,11298793,Miriam,28806,35.59171082,-82.59721019,Entire home/apt,79,2,64,4/8/2016,6.51,1,319
761414,"Airy, affordable 2 bedrooms w/bath",1098412,Susanne,28806,35.58313825,-82.59721695,Private room,78,2,6,3/28/2016,0.85,2,360
6332993,Private West Asheville Apartment,32967295,William,28806,35.5737441,-82.60776835,Entire home/apt,120,2,13,12/31/2015,2.11,1,0
6822844,"Central Location, Mountain Views",5402122,Ela,28806,35.5771962,-82.57199751,Private room,55,1,20,10/26/2015,2.07,1,2
12246414,Comfortable and cute bungalow,65916322,Amy,28806,35.57881587,-82.61832792,Entire home/apt,160,2,0,,,1,88
1127777,Modern Meets Zen - West Asheville,6187751,Hun,28806,35.57381377,-82.59376935,Private room,88,1,102,4/11/2016,2.97,1,72
2176375,Simple Little Guest House,11100294,Jane,28806,35.56777666,-82.5877839,Entire home/apt,110,2,137,4/18/2016,5.18,1,311
8576671,Private Entrance to Two-Room Suite,28917163,Anne,28806,35.56751255,-82.61780074,Private room,62,1,15,4/17/2016,2.33,1,77
67870,Your Own Floor! 1 bdrm W. Asheville,335286,Rae & Michael,28806,35.55370677,-82.62629725,Private room,70,1,160,4/16/2016,2.62,2,361
1138179,West Asheville ,6243494,Mark,28806,35.58627494,-82.60428307,Private room,60,1,0,,,1,298
8505396,Private new in law suite in W AVL,44110683,Stephanie,28806,35.57532525,-82.59692776,Private room,80,1,12,4/17/2016,1.95,1,76
2500681,Cozy Yoga Retreat Walk 2 River Park,12799043,Anna,28806,35.57023942,-82.57356317,Private room,65,2,2,2/21/2016,0.9,1,364
8496052,Harry's Hillside Hideout,44741011,Harry,28806,35.59409374,-82.63461195,Entire home/apt,149,1,18,4/11/2016,2.6,1,331
9531839,Charming Tiny Country Cottage,49374896,Emily,28806,35.64211099,-82.64601052,Entire home/apt,100,1,0,,,1,29
2192480,Ideal for Traveling Professional,6705868,Cindy,28806,35.51749215,-82.59415824,Private room,50,1,8,1/1/2016,0.3,2,358
9532795,West Asheville bungalow,43976649,Kesi,28806,35.57030584,-82.5780872,Entire home/apt,120,1,13,4/10/2016,2.71,1,41
11656161,Private Room in West Asheville,7657510,Cat,28806,35.57216102,-82.6127286,Private room,32,2,0,,,4,344
197263,Tranquil Yogic Bungalow: Private Rm,961396,Timo,28806,35.58266143,-82.59487958,Private room,54,2,36,4/11/2016,0.8,1,361
3268055,Cedar Springs Farm- Apartment,167473,Kelly,28806,35.58751463,-82.6368879,Entire home/apt,68,2,62,3/30/2016,2.8,1,197
4387472,Cute room in West Asheville,1110316,Dustin,28806,35.59465897,-82.61111741,Private room,89,2,1,10/11/2015,0.16,1,365
10583310,Mountain views minutes from brews,43095235,Terra,28806,35.57591332,-82.5820871,Private room,85,2,0,,,2,326
136547,  Charming Sunny Cottage and Porch,653292,Joann,28806,35.5774432,-82.60731803,Entire home/apt,99,3,38,10/25/2015,0.69,1,316
6419437,Lovely 1926 home in West Asheville,28782478,Laurie,28806,35.58297336,-82.58944815,Entire home/apt,200,4,3,11/29/2015,0.33,1,4
8504628,West Asheville In-law Suite,7908673,Eric,28806,35.57246364,-82.61444838,Entire home/apt,81,1,53,4/18/2016,7.57,1,321
2298596,The front of the house is yours,2722248,Laura,28806,35.57643936,-82.57974095,Private room,98,2,22,12/14/2015,0.91,1,359
10647402,West Asheville Room,19335705,Jessica,28806,35.55102676,-82.63553248,Private room,45,1,2,4/11/2016,2,1,364
726625,Cozy West Asheville Home,1307595,Pam,28806,35.57140704,-82.57728169,Entire home/apt,75,2,185,4/1/2016,4.32,1,203
4362574,"Asheville, Private Suite 750 Sq/Ft",21655755,Chris & Aubrey,28806,35.5890842,-82.62074777,Entire home/apt,130,1,12,11/15/2015,0.67,1,353
155305,Cottage! BonPaul + Sharky's Hostel,746673,BonPaul,28806,35.57972209,-82.59617193,Entire home/apt,100,1,94,4/6/2016,1.63,6,345
3319125,Art Barn off-grid in-town!,7657510,Cat,28806,35.59388021,-82.59421294,Entire home/apt,42,2,21,11/29/2015,2.15,4,356
3322161,Sweet West Asheville Bungalow,3039083,Chloe,28806,35.57948851,-82.58714223,Entire home/apt,125,2,0,,,2,284
2283071,Serene Cozy Getaway,4836597,Karen,28806,35.57816172,-82.60314799,Private room,50,1,26,10/27/2014,1.03,1,232
7543799,Purple Door Studio Apt. W.Asheville,39527624,Stacy,28806,35.58141649,-82.5878336,Entire home/apt,88,2,54,4/6/2016,6.48,1,133
1290287,West Asheville Family Home & Garden,7016627,Lisa-Gaye,28806,35.5735593,-82.604859,Entire home/apt,139,3,14,8/26/2015,0.41,1,217
213006,Comfy 2 bedrm w/bath in 1920's home,1098412,Susanne,28806,35.58345426,-82.5971323,Private room,78,2,52,4/17/2016,1.1,2,356
11730986,Walkable West Asheville Bungalow,62394895,Adam And Jamie,28806,35.58225956,-82.59255911,Entire home/apt,92,2,3,4/11/2016,3,1,264
284690,PET FRIENDLY APT CLOSE TO DOWNTOWN,1482216,Marilyn,28806,35.60440692,-82.59997284,Entire home/apt,90,2,10,1/31/2016,0.21,2,340
7616053,"New house, close to rt.  26 & I 40.",39711831,Rose,28806,35.54140123,-82.60014857,Entire home/apt,115,2,14,4/4/2016,2.1,1,342
3403609,"Bed, Bath, Breakfast and Beauty!",17164920,Jean,28806,35.5748647,-82.62286007,Private room,85,1,95,4/18/2016,4.5,1,316
8656299,Snuggle into West Asheville,1834585,Christina,28806,35.57587936,-82.62421772,Private room,41,2,37,4/17/2016,5.52,2,160
6581976,Fun Tent Cabin 5m Downtown,4295819,Joanna And Josh,28806,35.58586585,-82.63248628,Entire home/apt,119,2,12,9/23/2015,1.18,4,339
5506704,Large West Asheville Studio,28561358,Amber,28806,35.56809069,-82.60639349,Entire home/apt,65,2,30,3/1/2016,2.24,1,232
2370562,Asheville Artist/Writer Retreat,12111069,Maceo Z.,28806,35.58204023,-82.58915881,Private room,95,1,0,,,1,358
1343289,Gr8 Choice! Eco-AWEsome hOMe W AVL,6837985,"JahSun, Lizzy, And Sophia",28806,35.5670999,-82.59919779,Entire home/apt,119,2,38,4/11/2016,1.13,2,362
11839089,West Asheville Home,57405998,Cody,28806,35.58354821,-82.60880261,Entire home/apt,150,1,4,4/11/2016,4,2,18
5567613,Stylish garden studio in West AVL,8115960,Mada,28806,35.57834214,-82.57780591,Entire home/apt,105,2,45,4/2/2016,3.66,1,82
6869926,Spacious 1 BR Apt. West Asheville!,25041828,Sara,28806,35.57757528,-82.60318963,Entire home/apt,95,2,39,4/16/2016,4.33,1,343
7665164,Charming room in West Asheville,38112300,Matt,28806,35.57690911,-82.59273302,Private room,58,1,9,11/22/2015,1.11,1,229
5559498,AWEsome Eco-Home - Walk to Haywood,6837985,"JahSun, Lizzy, And Sophia",28806,35.56728028,-82.59740186,Entire home/apt,144,2,6,2/14/2016,0.5,2,333
7665386,Privacy in the heart of W Asheville,40234911,Sage,28806,35.57907066,-82.59423324,Entire home/apt,100,1,35,4/10/2016,4.45,1,342
3896614,Private Room West AVL Bungalow,10077483,Heidi,28806,35.57697665,-82.58342173,Private room,75,1,23,2/19/2016,1.14,2,363
9756504,Remodeled Bungalow on Hanover St.,22569014,Curtis,28806,35.57514429,-82.58195646,Entire home/apt,110,2,1,4/6/2016,1,1,356
9757192,Pokeberry Loft,50318506,Pokeberry,28806,35.57914859,-82.58009349,Entire home/apt,105,1,46,4/14/2016,10.07,1,265
1422683,Private Tiny house w/Loft near dntn,7657510,Cat,28806,35.59381816,-82.59548742,Entire home/apt,119,2,97,4/4/2016,2.97,4,353
5598622,Bed and Bath - West Asheville,29027252,Megan,28806,35.57771099,-82.57012109,Private room,65,1,97,4/11/2016,7.44,1,361
12470763,RainbowUnicorn & Paris of the South,43095235,Terra,28806,35.57689127,-82.58180615,Private room,97,2,0,,,2,332
7674957,"Lovely Asheville,N.C.! Private Pool",40300316,Shane,28806,35.57530847,-82.64232935,Entire home/apt,95,2,8,4/10/2016,1.12,1,316
7676458,Perfect West Asheville Location,40309465,Amber,28806,35.57977723,-82.59351298,Private room,75,1,10,9/21/2015,1.16,2,0
1393437,River Arts District 'Green' Cottage,7532495,Aubrey,28806,35.58593979,-82.56985213,Entire home/apt,192,3,71,4/5/2016,2.22,1,362
9826677,Asheville Ensuite Quiet and Close,1330459,Renee,28806,35.56719556,-82.61823328,Private room,75,2,14,4/17/2016,3.62,1,342
11905157,Private Hot Tub + Private Balcony!,9216883,Shawn,28806,35.60872109,-82.63353576,Private room,79,1,13,4/17/2016,12.19,3,326
7693393,Old-School Modern/Comfort,40309465,Amber,28806,35.57785566,-82.59364456,Entire home/apt,111,1,31,4/10/2016,4.79,2,351
4608346,Awesome Location in West Asheville!,7197071,Jay,28806,35.57653722,-82.57603481,Private room,95,1,0,,,1,358
8794816,Cozy Home on the West Side,7315313,Noelle,28806,35.58076272,-82.58715595,Entire home/apt,85,1,21,4/18/2016,3.21,1,271
942934,"""ZenShe"" Private Guest Quarters",5100332,Pat,28806,35.57311687,-82.59092257,Private room,60,1,178,4/19/2016,4.7,1,351
6706665,Artsy comfy home of W. Asheville,2323665,Reba,28806,35.57675016,-82.59278157,Entire home/apt,95,2,7,2/19/2016,0.7,1,0
5681510,West Asheville Underground,8237860,Sandusky,28806,35.56111017,-82.61517382,Entire home/apt,85,2,44,4/17/2016,3.44,1,329
10901464,"Bright, spacious W. Asheville home",9309798,Kathie,28806,35.56950945,-82.59706488,Entire home/apt,325,2,1,4/11/2016,1,1,102
12069539,6 BR West Asheville Family Home,1253750,Jeremy,28806,35.56625293,-82.60836266,Entire home/apt,350,4,0,,,1,31
5792634,West Asheville Walkable,30051509,Jessica,28806,35.57306593,-82.59266485,Entire home/apt,140,3,22,3/27/2016,2.11,1,331
7757846,Cozy Cabin near downtown AVL,7657510,Cat,28806,35.59212253,-82.59415227,Entire home/apt,119,2,3,4/11/2016,3,4,355
539020,Comfy/quiet West Asheville getaway ,2647849,Kim,28806,35.57317559,-82.59975851,Entire home/apt,75,2,155,4/17/2016,3.39,1,336
7895827,Steps away from Haywood Rd!,29185580,Marc,28806,35.57663302,-82.59254546,Private room,60,1,19,4/11/2016,2.48,1,281
7872461,West Asheville Delight,2697797,Roses And Mark,28806,35.57213968,-82.58451575,Entire home/apt,177,2,10,1/3/2016,1.27,1,111
11061388,West Asheville Modern Studio,8069240,Jake,28806,35.57570836,-82.61939153,Entire home/apt,75,1,3,4/11/2016,1.67,1,139
2691057,SweetSuite in Grand W AshevilleHome,13773106,Fran,28806,35.57529274,-82.59528625,Private room,65,3,30,4/4/2016,1.26,1,345
3741932,VACATION LIKE A LOCAL! Ideal spot!!,19133972,Andrea,28806,35.58627053,-82.57851633,Entire home/apt,195,1,36,4/9/2016,1.76,2,352
1618610,Great pvt apt in West AVL,8611476,Bonnie,28806,35.58580238,-82.57911675,Entire home/apt,140,2,121,4/17/2016,3.79,1,348
3771939,West Asheville - Deck in the trees,19333255,McLean,28806,35.57446455,-82.6020218,Entire home/apt,140,2,67,4/10/2016,3.34,1,114
5873862,"Location, Location-West Asheville",30501147,Joshua,28806,35.57998328,-82.59459072,Private room,50,1,69,4/18/2016,5.38,1,350
6715120,Comfy house 10 minutes to downtown.,35157681,Matthew And Jennifer,28806,35.61740311,-82.60121574,Entire home/apt,150,2,6,8/23/2015,0.62,1,326
5885284,Inn on Westwood - Atkinson Suite,14991088,"Robert, Caroline, And Molly",28806,35.58150004,-82.57882186,Entire home/apt,215,2,17,4/17/2016,1.56,2,326
12184424,1940's Carriage House,5162286,Casey,28806,35.57956797,-82.5857978,Entire home/apt,150,1,0,,,1,276
8008802,W. Asheville Private Residence,3379265,Amy,28806,35.56712112,-82.5744579,Entire home/apt,150,5,0,,,1,0
3821004,Firefly Hidden Haven with Archery!,473131,Alexandra,28806,35.59721332,-82.59750162,Private room,55,1,28,9/20/2015,1.35,1,361
725030,Heart of W Asheville Village! Terra,3702804,Cheryl,28806,35.57732986,-82.59406591,Private room,70,1,188,4/10/2016,4.36,2,88
6972023,In the heart of West Asheville,7500252,Melissa,28806,35.57902301,-82.59918944,Entire home/apt,108,20,15,1/24/2016,1.53,1,363
638349,Walkable West Asheville 2BR Home,2799158,Kari,28806,35.58323376,-82.59206453,Entire home/apt,122,2,8,4/5/2016,0.29,2,167
9903083,West Asheville - Master Suite,9216883,Shawn,28806,35.61004272,-82.63482912,Private room,39,1,19,4/17/2016,4.87,3,343
12233283,Quiet Apt in West Asheville,1816086,Ryan,28806,35.57274447,-82.60120436,Entire home/apt,90,1,0,,,1,15
12252099,Private Room 1/2 block from Haywood,63893801,Nick,28806,35.5783118,-82.58286697,Private room,60,1,0,,,1,58
718084,Heart of W Asheville Village!  Gold,3702804,Cheryl,28806,35.5784008,-82.5950963,Private room,70,1,193,4/10/2016,4.5,2,85
3868452,Tranquil Log Cabin Retreat,19697970,Stacey,28806,35.61309196,-82.59687718,Entire home/apt,225,2,48,4/17/2016,2.94,1,313
11208688,Convenience In A Country Setting!,58373542,Joanne,28806,35.56889869,-82.63075816,Private room,55,1,3,4/11/2016,2.73,1,82
8064417,Modern contemporay retreat,21738067,Greg,28806,35.50408378,-82.61170837,Entire home/apt,300,3,2,3/22/2016,0.36,1,320
4931736,"Cozy Cottage, walk West Asheville",25406174,Michael And Helene,28806,35.5816536,-82.59795041,Entire home/apt,100,1,36,9/27/2015,2.76,1,264
5890497,Sunny Retreat with a View!,21879072,Laurie,28806,35.58868029,-82.61165747,Private room,65,2,32,4/5/2016,2.55,2,347
9131234,Mountain Escape 15 min from dwntown,8500631,Susan,28806,35.52273039,-82.62836655,Private room,95,1,17,4/11/2016,2.91,1,41
5716399,The AshVilla,2392127,David And Melissa,28806,35.58264896,-82.58181702,Entire home/apt,115,1,53,4/18/2016,4.65,2,345
